uid,method,smiles,warhead_atom_name
P5-1v2_base_0044,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C)C4)cn3)c2C1,C29
P5-1v2_base_0045,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C=O)N(C)C)cn3)c2C1,C29
P5-1v2_base_0046,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)Cc4ccccc4)cn3)c2C1,C30
P5-1v2_base_0047,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4ccccc4)cn3)c2C1,C26
P5-1v2_base_0048,P5-1v2_base,C=CC(=O)Nc1cncc(C(=O)Nc2cn(CC(C)C)cn2)c1,C26
P5-1v2_base_0049,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)c4cccc(C)n4)cn3)c2C1,C30
P5-1v2_base_0050,P5-1v2_base,C=CC(=O)N1CC=CC=C(C(=O)Nc2cccc(C(=O)Nc3cnc(C(C)C)cn3)c2)C1,C34
P5-1v2_base_0051,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C)C)c3)c2C1,C26
P5-1v2_base_0052,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)n(C)c3)c2C1,C28
P5-1v2_base_0053,P5-1v2_base,C=CC(=O)N1Cc2cccc(Nc3cnc(C(C)C)cn3)c2C1,C25
P5-1v2_base_0054,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1N1Cc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2C1,C35
P5-1v2_base_0055,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)C)cn3)c2C1,C30
P5-1v2_base_0056,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)C(C)c3cncn3C(=O)CN(C(C)=O)C(C)C)cc2C1,C38
P5-1v2_base_0057,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnnc4cc(NC(C)C)cnc34)cc2C1,C30
P5-1v2_base_0058,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H]4CCC(C)C[C@@H](N)C4)cn3)c2C1,C35
P5-1v2_base_0059,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C(=O)Nc4cnn(C(C)C)c4)c3)c2C1,C33
P5-1v2_base_0060,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4cc(C)nn4C(C)(C)C)cn3)c2C1,C35
P5-1v2_base_0061,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC4)nc3C)c2C1,C28
P5-1v2_base_0062,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cn(C(C)C)cc3O[C@](C)(O)C(C)C)c2C1,C37
P5-1v2_base_0063,P5-1v2_base,C=CC(=O)N1CC2=CN3C=C(N=NC3C(=O)Nc3ccccc3)NC(=O)C(=CC=C2)C1,C29
P5-1v2_base_0064,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C(C#N)C(C)C)c3)c2C1,C29
P5-1v2_base_0065,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)C)s3)c21,C24
P5-1v2_base_0066,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CCC(=O)N(C)C)cn3)c2C1,C31
P5-1v2_base_0067,P5-1v2_base,C=CC(=O)N1c2cccc(C(=O)Nc3cn(C(C)C)cn3)c2C1C,C26
P5-1v2_base_0068,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cn(C(C)C)cn4)cn3)c2C1,C29
P5-1v2_base_0069,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(C)Nc3cn(C)cn3)cc2C1,C24
P5-1v2_base_0070,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(=O)OC)cn3)c2C1,C27
P5-1v2_base_0071,P5-1v2_base,C=CC(=O)N1Cc2cccc(Cn3cnc(NC(=O)C(C)C)n3)c2C1,C28
P5-1v2_base_0072,P5-1v2_base,C=CC(=O)N1CCc2cccc(C(=O)Nc3cn([C@H](C)c4ccccc4)cn3)c21,C28
P5-1v2_base_0073,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(C(=O)Nc4[nH]c(C)nc4C(C)F)n3)c2C1,C33
P5-1v2_base_0074,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4COC[C@@H](F)[C@@H]4F)cn3)c2C1,C29
P5-1v2_base_0075,P5-1v2_base,C=CC(=O)N1CC2=C(C1)C1=CC(=CN(CC)C1C)NC(=O)C(CF)=CC=C2,C30
P5-1v2_base_0076,P5-1v2_base,C=CC(=O)N1Cc2cc(C(=O)c3cn(C(C)C)cn3)cc(Cl)c2C1,C25
P5-1v2_base_0077,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4ccccc4)cn3)c2C1,C26
P5-1v2_base_0078,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(C)(C)C)cn3)c2C1,C32
P5-1v2_base_0079,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)Nc4ccccc4)cn3)c2C1,C27
P5-1v2_base_0080,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NC(C)NCc3cncn3C)c2C1,C29
P5-1v2_base_0081,P5-1v2_base,C=CC(=O)NC(c1cccc(C(=O)NC)c1)c1cccc(-n2ccnc2)c1,C26
P5-1v2_base_0082,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1C(=O)N1Cc2c(C(=O)Nc3cn(C(C)C)cn3)cccc21,C33
P5-1v2_base_0083,P5-1v2_base,C=CC(=O)N1Cc2cccc(CNc3cn(-c4ccnc(C)c4)nn3)c2C1,C26
P5-1v2_base_0084,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3ccn(C(=C)C)c3)cc2C1,C24
P5-1v2_base_0085,P5-1v2_base,C=CC(=O)N1CCc2cccc(C(=O)Nc3ncn(C(C)C)c3C)c21,C28
P5-1v2_base_0086,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C(C)C)nn3)c2C1,C30
P5-1v2_base_0087,P5-1v2_base,C=CC(=O)N1Cc2cccc(CNc3cn([C@H](C)C(=O)C(C)C)cn3)c2C1,C32
P5-1v2_base_0088,P5-1v2_base,C=CC(=O)N1Cc2cccc(COc3cn(CC(C)C)cn3)c2C1,C28
P5-1v2_base_0089,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cnn(C(C)C)c4)c(C)n3)c2C1,C31
P5-1v2_base_0090,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnc(CC(C)C)cn3)cc2C1,C29
P5-1v2_base_0091,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(CC(C)C)c3)c2C1,C28
P5-1v2_base_0092,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)c4cncn4C)nn3)c2C1,C29
P5-1v2_base_0093,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(C)C)cn3)c2C1,C28
P5-1v2_base_0094,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cc4ccccn4c3)c2C1,C21
P5-1v2_base_0095,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NC3=CC(C(C)C)=CN(C(C)CCc4cccc(F)c4)N=N3)c2C1,C40
P5-1v2_base_0096,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C)c3)c2C1,C22
P5-1v2_base_0097,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)c(C)n3)c2C1,C28
P5-1v2_base_0098,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)c3)c2C1,C26
P5-1v2_base_0099,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(O)c3cn(C(C)C)cn3)c2C1,C26
P5-1v2_base_0100,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Cc3cnn(C(C)c4cnc(NCC(C)C)cn4)c3)c2C1,C38
P5-1v2_base_0101,P5-1v2_base,C=CC(=O)Nc1cnc(C(C=C)N2Cc3ccccc3C2)cn1,C23
P5-1v2_base_0102,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1Nc1cncnc1,C21
P5-1v2_base_0103,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3ncn(C(C)C)c3C)cc2C1,C28
P5-1v2_base_0104,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cncn3C)c2C1,C21
P5-1v2_base_0105,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CC)cn3)c2C1,C28
P5-1v2_base_0106,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCOc5ccccc54)cn3)c2C1,C29
P5-1v2_base_0107,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(CCC(=O)O)c3)c2C1,C27
P5-1v2_base_0108,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc4c(c3)c(C(=O)CCl)cn4C)c2C1,C28
P5-1v2_base_0109,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C)CC4)cn3)c2C1,C31
P5-1v2_base_0110,P5-1v2_base,C=CC(=O)N(Cc1ccccc1)Cc1nc(Nc2ncn(C(C)CC)c2C)ccc1C,C36
P5-1v2_base_0111,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1c1cccc(O)c1,C19
P5-1v2_base_0112,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cc([C@H]4CNc5nccn5C4)cn3Cc3ccccc3C(F)(F)F)c2C1,C35
P5-1v2_base_0113,P5-1v2_base,C=CC(=O)Nc1cn([C@H]2Cc3cccc(C4CCCN4)c3C2)cn1,C26
P5-1v2_base_0114,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)Cc4cnccn4)cn3)c2C1,C30
P5-1v2_base_0115,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)C(F)F)cn3)c2C1,C28
P5-1v2_base_0116,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)=O)c3)c2C1,C24
P5-1v2_base_0117,P5-1v2_base,C=CC(=O)N1CCc2cccc(C(=O)Nc3cn(C(C)=O)cn3)c2C1,C26
P5-1v2_base_0118,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cn(C(=O)C(C)C)cn4)cn3)c2C1,C31
P5-1v2_base_0119,P5-1v2_base,C=CC(=O)N1Cc2c(C(=O)Nc3cn(C(C(=O)NC(C)N)C(C)C)cn3)cccc21,C34
P5-1v2_base_0120,P5-1v2_base,C=CC(=O)N1Cc2ccc(OCc3cnccc3F)cc2C1=O,C21
P5-1v2_base_0121,P5-1v2_base,C#CC1(CN(C(=O)C=C)c2cccc(CN3Cc4ccccc4C3=O)c2)C=C(C)N1C,C32
P5-1v2_base_0122,P5-1v2_base,C=CC(=O)N1Cc2cccc(Oc3cncc(C#N)c3)c2C1,C20
P5-1v2_base_0123,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(Cc4ccco4)c3)c2C1,C25
P5-1v2_base_0124,P5-1v2_base,C=CC(=O)N1Cc2ccc(C#CC(=O)Nc3cn([C@H](C)[C@H](C)n4cccn4)cn3)cc2C1,C33
P5-1v2_base_0125,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)c4ccccc4)cn3)c2C1,C28
P5-1v2_base_0126,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H](CC(F)F)C(C)C)nn3)c2C1,C32
P5-1v2_base_0127,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H](C)C(=O)Nc4ccncc4)cn3)cc2C1,C31
P5-1v2_base_0128,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](C#N)CO4)cn3)c2C1,C28
P5-1v2_base_0129,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NOc3ccnn3C)c2C1,C23
P5-1v2_base_0130,P5-1v2_base,C=CC(=O)N1c2ccccc2CC1C(=O)Nc1cn(-n2cnc(C(C)CC)c2)nn1,C31
P5-1v2_base_0131,P5-1v2_base,C=CC(=O)N1Cc2cccc(Nc3cn(C(C)C)cn3)c2C1,C24
P5-1v2_base_0132,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)[C@H]4C[C@H](O)CO4)cn3)c2C1,C32
P5-1v2_base_0133,P5-1v2_base,C=CC(=O)Nc1cccc(C(=O)Nc2cn(-c3cn(C(=O)C(C)C)cn3)cn2)c1,C29
P5-1v2_base_0134,P5-1v2_base,C=CC(=O)N1Cc2c(F)ccc(C(=O)Nc3cn(C(C)C)cn3)c2C1,C26
P5-1v2_base_0135,P5-1v2_base,C=CC(=O)N1CC(=O)c2c(cccc2C(=O)Nc2cn(Cc3ccccc3)cn2)C1,C28
P5-1v2_base_0136,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cncn4C)cn3)c2[C@H]1C,C27
P5-1v2_base_0137,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1=O,C14
P5-1v2_base_0138,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)n4cnc(C(C)C)c4)c(C)cn3)c2C1,C34
P5-1v2_base_0139,P5-1v2_base,C=CC(=O)N1CC2=CC(C(=O)Nc3cn(C(C)C)cn3)C(=CC=C2)C1,C28
P5-1v2_base_0140,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Cc3cn(C(C)C)cn3)c2C1,C27
P5-1v2_base_0141,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(CC(F)(F)F)C(F)(F)F)cn3)c2C1,C28
P5-1v2_base_0142,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(C(C)C)C4CC4)n3)c2C1,C32
P5-1v2_base_0143,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)cn3C(C)C)c2C1,C32
P5-1v2_base_0144,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=N)Nc3cn(-c4cnccc4C)cn3)c2C1,C27
P5-1v2_base_0145,P5-1v2_base,C=CC(=O)N1Cc2c(C(=O)Nc3ccccc3)cn(Cc3ccccc3)c2C1,C26
P5-1v2_base_0146,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(C)(C)c3cn(Cc4cccc(=O)o4)cn3)c2C1,C29
P5-1v2_base_0147,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1=O,C16
P5-1v2_base_0148,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)cnc3C)c2C1,C25
P5-1v2_base_0149,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CCc4cccc(F)c4)cn3)c2C1,C28
P5-1v2_base_0150,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)=O)cn3)c2C1,C24
P5-1v2_base_0151,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC4)cn3)c2C1,C26
P5-1v2_base_0152,P5-1v2_base,C=CC(=O)NC1=NCCc2cccc(C(=O)Nc3cccc(C)c3)c2N1,C27
P5-1v2_base_0153,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(CC(C)C)C(C)(C)O)nn3)c2C1,C39
P5-1v2_base_0154,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cn(Cc4ccccn4)cn3)c2C1,C25
P5-1v2_base_0155,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(=O)Nc4ncc(C)c(C(C)C)c4C)cn3)c2C1,C38
P5-1v2_base_0156,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccncc3)c2C1,C21
P5-1v2_base_0157,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(C)C)cn3)c2C1,C27
P5-1v2_base_0158,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C4CC(=O)N(c5cn(C(C)C)cn5)C4)cn3)c2C1,C38
P5-1v2_base_0159,P5-1v2_base,C=CC(=O)N1CCc2c(cccc2C(=O)Nc2cn(C(C)C)cn2)N1,C27
P5-1v2_base_0160,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4ccc(C)cn4)nn3)c2C1,C26
P5-1v2_base_0161,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(C)C)cn3)c2C1,C30
P5-1v2_base_0162,P5-1v2_base,C=CC(=O)Nc1cccc(C(=O)Nc2cn(C(C)C)cn2)c1,C24
P5-1v2_base_0163,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)(C)C)c3)c2C1,C28
P5-1v2_base_0164,P5-1v2_base,C=CC(=O)N1CC2=C(C1)N1C=C(N=CC1C(C)c1ccccc1)NC(=O)C(C1CC1)=CN=C2,C36
P5-1v2_base_0165,P5-1v2_base,C=CC(=O)N1Cc2cccc(CC(=O)Nc3cn(C(C)C)c4cnc(C(F)F)cc34)c2C1,C32
P5-1v2_base_0166,P5-1v2_base,C=CC(=O)N1Cc2ccccc2[C@H]1C(=O)N1CNc2ccccc2C1,C24
P5-1v2_base_0167,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(C)C(C)C)nc3)c2C1,C31
P5-1v2_base_0168,P5-1v2_base,C=CC(=O)N1Cc2c(C)cccc2C(Nc2cn(C(C)C)cn2)C1,C28
P5-1v2_base_0169,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)CCl)cn3)c2C1,C24
P5-1v2_base_0170,P5-1v2_base,C=CC(=O)N1Cc2cccc(-n3cnc(Nc4ccn(C(C)C)c4)n3)c2C1,C27
P5-1v2_base_0171,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C4(C)CC(C)(C)C4C(F)(F)F)c(F)cn3)c2C1,C35
P5-1v2_base_0172,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(=O)C(C)C)cn3)cc2C1,C28
P5-1v2_base_0173,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)c3cncn3C(=O)c3cn(C4CCC4)cn3)cc21,C28
P5-1v2_base_0174,P5-1v2_base,C=CC(=O)NCc1cccc(C(=O)Nc2cccc(C(=O)Nc3cn(C(C)C)cn3)c2)c1,C33
P5-1v2_base_0175,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C=C)cn3)c2C1,C24
P5-1v2_base_0176,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)ccn3)c2CN(C(=O)C(C)C)C1,C34
P5-1v2_base_0177,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1c1cnccc1CNc1cn(C(C)=O)cn1,C30
P5-1v2_base_0178,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)(C)C)n(C)c3)c2C1,C30
P5-1v2_base_0179,P5-1v2_base,C=CC(=O)Nc1cn([C@H](C)C(=O)Nc2cccc(C)c2)c2cnc(C)c(C)c12,C30
P5-1v2_base_0180,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CC)nc3C)c2C1,C30
P5-1v2_base_0181,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnnc(C(C)C)c3)c2C1,C27
P5-1v2_base_0182,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)NC(C)=O)cn3)c2C1,C27
P5-1v2_base_0183,P5-1v2_base,C=CC(=O)N1CCc2c(cccc2Nc2cncc(NC(=O)c3cn(C(C)C)cn3)n2)C1,C33
P5-1v2_base_0184,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)=O)cn3)c2C1,C25
P5-1v2_base_0185,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC4CC4c4ccccc4)cn3)c2C1,C30
P5-1v2_base_0186,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)CCOC(C)C)cn3)c2C1,C33
P5-1v2_base_0187,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)CC(=O)N4Cc5ccccc5CC4N)cn3)c2C1,C36
P5-1v2_base_0188,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CC(C)C4)cn3)c2C1,C28
P5-1v2_base_0189,P5-1v2_base,C=CC(=O)N(Cc1cccc(C)c1)c1cccc(C(=O)Nc2cnc(C(C)C)cn2)c1,C33
P5-1v2_base_0190,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)n(-c4ncn(C)n4)c3)c2C1,C27
P5-1v2_base_0191,P5-1v2_base,C=CC(=O)Nc1cccc(C(=O)N2Cc3ccccc3C2=O)c1,C21
P5-1v2_base_0192,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn([C@@H]4[C@H](COc5c(C)cc(F)cc5C)CN4C)c3)c2C1,C38
P5-1v2_base_0193,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn4c(n3)C(C)(C)C(=O)N4)c2C1,C27
P5-1v2_base_0194,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CO)cn3)c2C1,C27
P5-1v2_base_0195,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)[C@@H](C)F)cn3)c2C1,C28
P5-1v2_base_0196,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(CC(=O)NC(C4CCC4)C(C)(C)C)cn3)c2C1,C42
P5-1v2_base_0197,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H](C)CC)cn3)c2C1,C28
P5-1v2_base_0198,P5-1v2_base,C=CC(=O)N1CC2=C[C@H](Nc3cnn(C(C)C)c3)C(=CC=C2)C1,C26
P5-1v2_base_0199,P5-1v2_base,C=CC(=O)N1CC(=O)c2c(cccc2C(=O)Nc2cnccn2)C1,C23
P5-1v2_base_0200,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C4CC4)cn3)c2C1,C26
P5-1v2_base_0201,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)C(=O)Oc4ccccc4)cn3)c2C1,C31
P5-1v2_base_0202,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCCC4)cn3)c2C1,C28
P5-1v2_base_0203,P5-1v2_base,C=CC(=O)N(c1cccc(C)c1C)[C@H](C)c1ccn(C(=O)CCc2ccccc2)n1,C33
P5-1v2_base_0204,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C(C)=O)CC4)cn3)c2C1,C33
P5-1v2_base_0205,P5-1v2_base,C=CC(=O)N1COCc2c(cccc2C(=O)c2cn(C(C)C)cn2)C1,C28
P5-1v2_base_0206,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)[C@@H](C(=O)[C@H](C)CF)C(F)F)cn3)c2C1,C36
P5-1v2_base_0207,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)NC(C)C(=C)CO)cn3)c2C1,C32
P5-1v2_base_0208,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)Nc4ccc(C(F)(F)F)cc4)cn3)c2C1,C29
P5-1v2_base_0209,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)C)nn3)c2C1,C28
P5-1v2_base_0210,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C=CN(C(=O)NC)C(C)C)cc3C)c2C1,C38
P5-1v2_base_0211,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4ccccn4)cn3)c2C1,C24
P5-1v2_base_0212,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(C)(C)C)cn3)c2C1,C30
P5-1v2_base_0213,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)CBr)cn3)c2C1,C24
P5-1v2_base_0214,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(N)cn3C(=O)c3cccn3C(C)C)c2C1,C32
P5-1v2_base_0215,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnc4[nH]ncc4c3)cc2C1,C22
P5-1v2_base_0216,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccnn3C)c2C1,C22
P5-1v2_base_0217,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)NC(C)(C)C)cn3)c2C1,C31
P5-1v2_base_0218,P5-1v2_base,C=CC(=O)N1Cc2cccc(CN(Cc3ccccc3)C(=O)Nc3cn(C(C)C)cn3)c2C1,C35
P5-1v2_base_0219,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)Nc4cccc(C(F)C(=O)C(C)(F)F)c4)cn3)c2C1,C35
P5-1v2_base_0220,P5-1v2_base,C=CC(=O)NCc1cccc(C(=O)Nc2cn(C(C)C)cn2)c1,C26
P5-1v2_base_0221,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(C(=O)C(C)C)cn3)cc21,C26
P5-1v2_base_0222,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H](C)CO)cn3)cc2C1,C27
P5-1v2_base_0223,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(Cl)n(C)c3)c2C1,C22
P5-1v2_base_0224,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)Cc4ccccn4)cn3)c2C1,C30
P5-1v2_base_0225,P5-1v2_base,C=CC(=O)NC(=O)c1cccc(C(=O)Nc2cn(C(C)C)cn2)c1,C26
P5-1v2_base_0226,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)c4cn(CC(C)CC)o4)cn3)c2C1,C36
P5-1v2_base_0227,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)c4cccc(C)c4)nc3C)c2C1,C30
P5-1v2_base_0228,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](c4ccccc4)C(C)(C)C)cn3)c2C1,C34
