uid,method,smiles,warhead_atom,iptm,ligand_iptm,confidence_score,complex_pde,protein_iptm,n_lig_atoms,mpae_min,mpae_5pct,d_SG,burgi_dunitz_dev,geom_ok,n_h_bonds,n_vdw_contacts,pocket_occupancy_pct,valid,mw,logp,qed,has_acryl,tc_mol1
P5-1v2_base_0091,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(CC(C)C)c3)c2C1,C28,0.9296083450317383,0.9296083450317383,0.8159474730491638,1.1507740020751953,0.0,25,1.3462105989456177,2.196244955062866,1.9697274512987826,34.86443430983863,True,2,19,96.0,True,338.4110000000001,2.819600000000001,0.8525992396075134,True,0.5857142857142857
P5-1v2_base_0090,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cnc(CC(C)C)cn3)cc2C1,C29,0.8540037870407104,0.8540037870407104,0.8029155135154724,1.1650207042694092,0.0,26,2.368379592895508,3.5336031913757324,1.6273354324785039,30.935344935631917,True,1,20,92.3076923076923,True,350.4220000000001,2.9556000000000013,0.84143020938106,True,0.4794520547945205
P5-1v2_base_0092,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)c4cncn4C)nn3)c2C1,C29,0.9423030018806458,0.9423030018806458,0.8327130675315857,1.1637948751449585,0.0,29,1.2457914352416992,2.0103039741516113,1.963403440100887,55.23022554476711,True,6,20,96.55172413793103,True,391.4350000000001,1.9013999999999998,0.6701212741207467,True,0.5657894736842105
P5-1v2_base_0093,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CC(C)C)cn3)c2C1,C28,0.9767407178878784,0.9767407178878784,0.8405632972717285,1.2214289903640747,0.0,25,0.688055694103241,1.3597298860549927,1.6788629645387976,22.410720533773656,True,4,19,92.0,True,338.4110000000001,2.819600000000001,0.8525992396075134,True,0.6323529411764706
P5-1v2_base_0094,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cc4ccccn4c3)c2C1,C21,0.9107905626296997,0.9107905626296997,0.8121097683906555,1.2859143018722534,0.0,24,1.8269853591918945,2.560685396194458,1.9034496682865027,45.76649836810873,True,2,19,91.66666666666667,True,316.36000000000007,3.198500000000002,0.5498978396301656,True,0.40540540540540543
P5-1v2_base_0096,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C)c3)c2C1,C22,0.9318696856498718,0.9318696856498718,0.8298051953315735,1.1002846956253052,0.0,22,1.305533528327942,2.0923919677734375,1.8213794532990666,29.874360276501505,True,2,16,90.9090909090909,True,296.33000000000004,1.7006,0.8766533781081279,True,0.625
P5-1v2_base_0095,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NC3=CC(C(C)C)=CN(C(C)CCc4cccc(F)c4)N=N3)c2C1,C40,0.9159923791885376,0.9159923791885376,0.7869991660118103,1.35417640209198,0.0,37,1.382346510887146,2.344339370727539,1.9802099080148041,48.030164271777494,True,2,28,54.054054054054056,True,501.6060000000003,5.669100000000006,0.4737104992218249,True,0.4659090909090909
P5-1v2_base_0097,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)C)c(C)n3)c2C1,C28,0.9704159498214722,0.9704159498214722,0.8399062156677246,1.1655473709106445,0.0,25,0.8851377367973328,1.4960529804229736,1.7945141902475994,43.71650563412496,True,4,19,100.0,True,338.4110000000001,3.052920000000001,0.8714043386848063,True,0.6029411764705882
P5-1v2_base_0099,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(O)c3cn(C(C)C)cn3)c2C1,C26,0.9429994225502014,0.9429994225502014,0.8331010937690735,1.236397624015808,0.0,23,1.243011474609375,1.9679412841796875,1.4976390097750523,24.04999910251118,True,2,18,91.30434782608695,True,311.38500000000005,2.573900000000001,0.8829740226589862,True,0.4520547945205479
P5-1v2_base_0098,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)c3)c2C1,C26,0.9455403685569763,0.9455403685569763,0.8314893841743469,1.2129969596862793,0.0,24,1.117492437362671,1.8847334384918213,1.4629214991926238,10.034862264691725,True,1,19,100.0,True,323.39600000000013,3.3495000000000017,0.8773731227222705,True,0.5588235294117647
P5-1v2_base_0101,P5-1v2_base,C=CC(=O)Nc1cnc(C(C=C)N2Cc3ccccc3C2)cn1,C23,0.7947078943252563,0.7947078943252563,0.7619662284851074,1.2772350311279297,0.0,23,3.939181327819824,5.430830001831055,1.7691755211114601,38.34215830358508,True,1,17,69.56521739130434,True,306.3690000000001,2.844000000000001,0.681482428262697,True,0.35135135135135137
P5-1v2_base_0100,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Cc3cnn(C(C)c4cnc(NCC(C)C)cn4)c3)c2C1,C38,0.8471009135246277,0.8471009135246277,0.7893539667129517,1.1240428686141968,0.0,34,2.4824447631835938,3.6579062938690186,1.96943772173684,47.804060943511246,True,2,26,88.23529411764706,True,458.5660000000002,3.8039000000000023,0.3872478247810906,True,0.4939759036144578
P5-1v2_base_0102,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1Nc1cncnc1,C21,0.9103018641471863,0.9103018641471863,0.8209869265556335,1.216162085533142,0.0,21,1.8406617641448975,2.639458656311035,1.6240683754386684,10.0913106337279,True,1,16,95.23809523809524,True,280.331,2.42392,0.8772401514315987,True,0.3037974683544304
P5-1v2_base_0103,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3ncn(C(C)C)c3C)cc2C1,C28,0.9425438642501831,0.9425438642501831,0.8243606686592102,1.2542468309402466,0.0,25,1.1713995933532715,1.893288254737854,1.3884818481708734,21.720684847851544,True,2,19,88.0,True,338.4110000000001,3.052920000000001,0.8714043386848063,True,0.358974358974359
P5-1v2_base_0104,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cncn3C)c2C1,C21,0.9715718626976013,0.9715718626976013,0.8370963335037231,0.86861652135849,0.0,21,0.7479265332221985,1.3267028331756592,1.9628648105766224,40.93131849887152,True,2,16,90.47619047619048,True,281.31500000000005,1.6792999999999998,0.6351000104563335,True,0.4782608695652174
P5-1v2_base_0105,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)CC)cn3)c2C1,C28,0.9764794111251831,0.9764794111251831,0.8440009355545044,1.1620395183563232,0.0,25,0.6962555646896362,1.3697926998138428,1.968965469021742,55.05428604850641,True,4,19,96.0,True,338.4110000000001,3.1346000000000016,0.8518112983325309,True,0.6231884057971014
P5-1v2_base_0107,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(CCC(=O)O)c3)c2C1,C27,0.9454597234725952,0.9454597234725952,0.8273777365684509,1.1224913597106934,0.0,26,0.9409506916999817,1.7139071226119995,1.5223162065090154,6.7104025960433376,True,3,18,96.15384615384616,True,354.36600000000016,1.6383,0.7675183144131177,True,0.5416666666666666
P5-1v2_base_0106,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCOc5ccccc54)cn3)c2C1,C29,0.9636681079864502,0.9636681079864502,0.8231777548789978,1.218595266342163,0.0,31,0.8894524574279785,1.6831108331680298,1.9221427889987768,2.1700944732891827,True,3,23,93.54838709677419,True,414.4650000000002,3.5355000000000025,0.6628663032287858,True,0.48148148148148145
P5-1v2_base_0109,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCN(C)CC4)cn3)c2C1,C31,0.9753028154373169,0.9753028154373169,0.8402263522148132,0.9253355860710144,0.0,28,0.7163141369819641,1.3688791990280151,1.7638192955912455,17.883040263040755,True,5,21,100.0,True,379.4640000000002,2.430300000000001,0.8286230452186891,True,0.5774647887323944
P5-1v2_base_0108,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc4c(c3)c(C(=O)CCl)cn4C)c2C1,C28,0.9208619594573975,0.9208619594573975,0.8244943618774414,1.1362576484680176,0.0,30,1.2622058391571045,2.244032621383667,1.7951795289051156,34.636559409436074,True,3,22,86.66666666666667,True,422.87200000000024,3.2753000000000014,0.38826853437927417,True,0.5256410256410257
P5-1v2_base_0110,P5-1v2_base,C=CC(=O)N(Cc1ccccc1)Cc1nc(Nc2ncn(C(C)CC)c2C)ccc1C,C36,0.9443621635437012,0.9443621635437012,0.8133857846260071,1.2568522691726685,0.0,31,1.0901480913162231,1.892698049545288,1.3033258713000357,13.205012583831063,True,2,25,87.09677419354838,True,417.5570000000002,5.324340000000005,0.478438430945151,True,0.21052631578947367
P5-1v2_base_0111,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1c1cccc(O)c1,C19,0.9288609623908997,0.9288609623908997,0.8211278319358826,1.1405926942825317,0.0,20,1.5000998973846436,2.569518566131592,1.4797065522596025,20.095458633006345,True,1,17,95.0,True,265.312,3.009800000000002,0.8478967387221001,True,0.2597402597402597
P5-1v2_base_0113,P5-1v2_base,C=CC(=O)Nc1cn([C@H]2Cc3cccc(C4CCCN4)c3C2)cn1,C26,0.9606387615203857,0.9606387615203857,0.8196938633918762,1.152640461921692,0.0,24,0.9528032541275024,1.6569972038269043,1.7624718363139884,59.65180509312728,True,3,18,95.83333333333333,True,322.412,2.7720000000000002,0.8511109929782504,True,0.2696629213483146
P5-1v2_base_0112,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cc([C@H]4CNc5nccn5C4)cn3Cc3ccccc3C(F)(F)F)c2C1,C35,0.8914309740066528,0.8914309740066528,0.7950081825256348,1.184092402458191,0.0,40,1.2989054918289185,2.5019376277923584,1.3702683168270366,19.786797868884676,True,3,27,85.0,True,545.565,5.220200000000005,0.2664954079389172,True,0.34
P5-1v2_base_0114,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)Cc4cnccn4)cn3)c2C1,C30,0.9741305112838745,0.9741305112838745,0.8415350914001465,1.1968700885772705,0.0,30,0.7491907477378845,1.4317086935043335,1.9421818571905163,56.94712469625955,True,5,22,93.33333333333333,True,402.45800000000014,2.7573000000000008,0.6401902409536884,True,0.5714285714285714
P5-1v2_base_0115,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)(C)C(F)F)cn3)c2C1,C28,0.9671573638916016,0.9671573638916016,0.8269149661064148,1.2277050018310547,0.0,27,0.8876238465309143,1.5734946727752686,1.9580605344319653,51.81638558650013,True,4,19,92.5925925925926,True,374.3910000000001,3.163800000000002,0.8177889820700702,True,0.5694444444444444
P5-1v2_base_0116,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)=O)c3)c2C1,C24,0.9441099166870117,0.9441099166870117,0.8334407806396484,0.9077789187431335,0.0,24,1.1902114152908325,1.8706212043762207,1.9561543977917482,44.263711709195945,True,3,18,100.0,True,323.3520000000001,2.4287,0.8819231006580662,True,0.5217391304347826
P5-1v2_base_0117,P5-1v2_base,C=CC(=O)N1CCc2cccc(C(=O)Nc3cn(C(C)=O)cn3)c2C1,C26,0.9710826873779297,0.9710826873779297,0.8349979519844055,1.208592414855957,0.0,25,0.821422278881073,1.4912371635437012,1.5930801539784492,35.97876200259003,True,4,18,100.0,True,338.36700000000013,1.8661999999999999,0.8660074847613837,True,0.5068493150684932
P5-1v2_base_0118,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cn(C(=O)C(C)C)cn4)cn3)c2C1,C31,0.9520789980888367,0.9520789980888367,0.8231557011604309,1.2261967658996582,0.0,31,1.0364902019500732,1.9172661304473877,1.9591707556770035,3.607623546743227,True,4,22,96.7741935483871,True,418.45700000000016,2.645500000000001,0.6420096235459498,True,0.56
P5-1v2_base_0119,P5-1v2_base,C=CC(=O)N1Cc2c(C(=O)Nc3cn(C(C(=O)NC(C)N)C(C)C)cn3)cccc21,C34,0.9254105091094971,0.9254105091094971,0.8038617968559265,1.2213108539581299,0.0,30,1.3713711500167847,2.272028684616089,1.9705388316397119,9.606209899130462,True,3,21,93.33333333333333,True,410.4780000000002,1.7860000000000003,0.47439440453032866,True,0.40963855421686746
P5-1v2_base_0120,P5-1v2_base,C=CC(=O)N1Cc2ccc(OCc3cnccc3F)cc2C1=O,C21,0.9490309953689575,0.9490309953689575,0.8385896682739258,1.0119179487228394,0.0,23,0.8507372736930847,1.612372875213623,1.9053825165829577,61.75729271657684,True,1,17,95.65217391304348,True,312.30000000000007,2.4681000000000006,0.8138257116191795,True,0.23863636363636365
P5-1v2_base_0121,P5-1v2_base,C#CC1(CN(C(=O)C=C)c2cccc(CN3Cc4ccccc4C3=O)c2)C=C(C)N1C,C32,0.8409620523452759,0.8409620523452759,0.7903935313224792,1.2477900981903076,0.0,31,2.6364479064941406,3.8444697856903076,1.9695702572896463,58.55921671884872,True,1,24,77.41935483870968,True,411.5050000000001,3.5828000000000024,0.5391191199597671,True,0.21
P5-1v2_base_0122,P5-1v2_base,C=CC(=O)N1Cc2cccc(Oc3cncc(C#N)c3)c2C1,C20,0.9669858813285828,0.9669858813285828,0.8364570736885071,1.1960870027542114,0.0,22,0.850848913192749,1.4679502248764038,1.3443987173454168,39.72263529810604,True,2,17,95.45454545454545,True,291.31000000000006,2.7737800000000012,0.8155190248222927,True,0.358974358974359
P5-1v2_base_0123,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(Cc4ccco4)c3)c2C1,C25,0.9452150464057922,0.9452150464057922,0.834666907787323,0.9311062097549438,0.0,27,1.1753971576690674,1.8870494365692139,1.7396198258815068,42.94227850439751,True,2,20,88.88888888888889,True,362.3890000000001,2.804900000000001,0.7079427417017803,True,0.5131578947368421
P5-1v2_base_0124,P5-1v2_base,C=CC(=O)N1Cc2ccc(C#CC(=O)Nc3cn([C@H](C)[C@H](C)n4cccn4)cn3)cc2C1,C33,0.8771581053733826,0.8771581053733826,0.7909716963768005,1.2314342260360718,0.0,32,1.9051982164382935,3.073549509048462,1.7523899631645914,61.4504321760715,True,3,23,87.5,True,428.49600000000015,2.9202000000000012,0.5002351219931195,True,0.34065934065934067
P5-1v2_base_0125,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)c4ccccc4)cn3)c2C1,C28,0.9611156582832336,0.9611156582832336,0.8278798460960388,1.2436257600784302,0.0,29,0.9054036736488342,1.66621994972229,1.6489295637473422,51.086223223571096,True,4,23,89.65517241379311,True,386.4550000000001,3.7729000000000026,0.6789221926614265,True,0.5915492957746479
P5-1v2_base_0126,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@@H](CC(F)F)C(C)C)nn3)c2C1,C32,0.921247661113739,0.921247661113739,0.8110265731811523,1.1493861675262451,0.0,29,1.5176470279693604,2.336421012878418,1.9014711363047283,46.84316439592345,True,2,20,93.10344827586206,True,403.4330000000001,3.4109000000000025,0.7187629697670734,True,0.5675675675675675
P5-1v2_base_0127,P5-1v2_base,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn([C@H](C)C(=O)Nc4ccncc4)cn3)cc2C1,C31,0.9345882534980774,0.9345882534980774,0.7941815257072449,1.2800989151000977,0.0,32,1.0752812623977661,2.1033594608306885,1.837844754515462,4.003672386328503,True,4,22,90.625,True,430.46800000000013,2.758300000000001,0.5846928590793482,True,0.37349397590361444
P5-1v2_base_0128,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H]4C[C@H](C#N)CO4)cn3)c2C1,C28,0.9783478379249573,0.9783478379249573,0.8459228873252869,1.1979929208755493,0.0,28,0.6782765984535217,1.3602592945098877,1.6218733731706674,36.896729104295474,True,5,20,100.0,True,377.40400000000017,2.2222799999999996,0.8237115443587355,True,0.4875
P5-1v2_base_0129,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)NOc3ccnn3C)c2C1,C23,0.9173256754875183,0.9173256754875183,0.823998749256134,1.200230598449707,0.0,23,1.6701734066009521,2.4544408321380615,1.525591603477157,9.229529679160493,True,2,15,95.65217391304348,True,312.32900000000006,1.1721,0.6790564971922876,True,0.4861111111111111
P5-1v2_base_0131,P5-1v2_base,C=CC(=O)N1Cc2cccc(Nc3cn(C(C)C)cn3)c2C1,C24,0.966956615447998,0.966956615447998,0.8372185826301575,1.2199536561965942,0.0,22,0.7854548692703247,1.4505441188812256,1.4782189051693253,28.366065423913454,True,2,17,90.9090909090909,True,296.3740000000001,3.235800000000002,0.8812357139729889,True,0.4722222222222222
P5-1v2_base_0130,P5-1v2_base,C=CC(=O)N1c2ccccc2CC1C(=O)Nc1cn(-n2cnc(C(C)CC)c2)nn1,C31,0.8084385991096497,0.8084385991096497,0.7606174349784851,1.3278313875198364,0.0,30,3.55389404296875,4.84207010269165,1.8371131966756953,50.324715098425145,True,2,20,73.33333333333333,True,405.4620000000001,2.3819,0.6351849822394694,True,0.2903225806451613
P5-1v2_base_0132,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn([C@H](C)[C@H]4C[C@H](O)CO4)cn3)c2C1,C32,0.9673214554786682,0.9673214554786682,0.8364660143852234,1.155385971069336,0.0,29,0.8153141140937805,1.536478877067566,1.0240068020281878,22.31815910852282,True,3,21,100.0,True,396.4470000000002,1.8743999999999998,0.7524680756374235,True,0.5316455696202531
P5-1v2_base_0133,P5-1v2_base,C=CC(=O)Nc1cccc(C(=O)Nc2cn(-c3cn(C(=O)C(C)C)cn3)cn2)c1,C29,0.9485445618629456,0.9485445618629456,0.8215632438659668,1.2905758619308472,0.0,29,0.9492411613464355,1.8063080310821533,1.5847637524249474,67.64187180214807,True,3,19,93.10344827586206,True,392.4190000000001,2.7418000000000005,0.626798677444074,True,0.28735632183908044
P5-1v2_base_0134,P5-1v2_base,C=CC(=O)N1Cc2c(F)ccc(C(=O)Nc3cn(C(C)C)cn3)c2C1,C26,0.9762174487113953,0.9762174487113953,0.8390244841575623,1.1833609342575073,0.0,25,0.7565814256668091,1.3728611469268799,1.8405307196023644,49.62461664890097,True,4,18,96.0,True,342.37400000000014,2.8836000000000013,0.8689735797122045,True,0.4794520547945205
P5-1v2_base_0135,P5-1v2_base,C=CC(=O)N1CC(=O)c2c(cccc2C(=O)Nc2cn(Cc3ccccc3)cn2)C1,C28,0.9572721719741821,0.9572721719741821,0.8272094130516052,1.1310651302337646,0.0,30,0.8518210649490356,1.6333873271942139,1.8425742606744526,30.934055710078013,True,3,22,90.0,True,400.43800000000016,2.8946000000000014,0.6677094176432925,True,0.4430379746835443
P5-1v2_base_0136,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cncn4C)cn3)c2[C@H]1C,C27,0.9686961770057678,0.9686961770057678,0.8278027772903442,1.2159816026687622,0.0,28,0.8537970781326294,1.5277798175811768,1.7565648177337485,35.76886838506218,True,3,20,89.28571428571429,True,376.4200000000001,2.4473000000000003,0.7090037940049324,True,0.39285714285714285
P5-1v2_base_0137,P5-1v2_base,C=CC(=O)N1Cc2ccccc2C1=O,C14,0.8940899968147278,0.8940899968147278,0.8169371485710144,1.0559526681900024,0.0,14,2.3314528465270996,3.077173948287964,1.9710876362556777,34.227919250219685,True,2,11,92.85714285714286,True,187.19799999999998,1.355,0.6222552038075966,True,0.2608695652173913
P5-1v2_base_0139,P5-1v2_base,C=CC(=O)N1CC2=CC(C(=O)Nc3cn(C(C)C)cn3)C(=CC=C2)C1,C28,0.9077272415161133,0.9077272415161133,0.8214141130447388,1.2994716167449951,0.0,25,1.3740694522857666,2.3644590377807617,1.634696800051923,39.608585280721485,True,3,19,84.0,True,338.41100000000006,2.469500000000001,0.8577605198095564,True,0.3058823529411765
P5-1v2_base_0138,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(=O)n4cnc(C(C)C)c4)c(C)cn3)c2C1,C34,0.95124751329422,0.95124751329422,0.8302650451660156,1.2520478963851929,0.0,33,0.8889967203140259,1.7356435060501099,1.9566609634783427,38.278321622684444,True,4,22,87.87878787878788,True,443.5070000000002,3.6789200000000024,0.6069586568974689,True,0.5921052631578947
P5-1v2_base_0140,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Cc3cn(C(C)C)cn3)c2C1,C27,0.9743549823760986,0.9743549823760986,0.8358438611030579,1.1981924772262573,0.0,24,0.7840411067008972,1.4312993288040161,1.9504850704888779,55.85257052637175,True,3,19,95.83333333333333,True,323.3960000000001,2.917600000000001,0.6278151173406611,True,0.5
P5-1v2_base_0141,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(CC(F)(F)F)C(F)(F)F)cn3)c2C1,C28,0.9544234871864319,0.9544234871864319,0.8227179646492004,1.1726999282836914,0.0,31,0.8847789168357849,1.6640046834945679,1.7628918754705296,53.54490633764186,True,3,19,90.3225806451613,True,446.35100000000006,4.219400000000003,0.5526687878025823,True,0.5466666666666666
P5-1v2_base_0142,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncn(C(C(C)C)C4CC4)n3)c2C1,C32,0.9502301216125488,0.9502301216125488,0.832660973072052,1.1890004873275757,0.0,28,1.1044535636901855,1.840139389038086,1.8318157827412647,53.08976719837088,True,4,21,96.42857142857143,True,379.4640000000002,3.165700000000002,0.7820195678611088,True,0.5333333333333333
P5-1v2_base_0143,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)cn3C(C)C)c2C1,C32,0.9484065771102905,0.9484065771102905,0.8210133910179138,1.2619624137878418,0.0,27,1.2410612106323242,1.9562952518463135,1.5533367628431378,55.095450093860336,True,2,22,77.77777777777777,True,365.47700000000015,4.472900000000004,0.7948073825398541,True,0.5652173913043478
P5-1v2_base_0144,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=N)Nc3cn(-c4cnccc4C)cn3)c2C1,C27,0.9745680093765259,0.9745680093765259,0.8303840756416321,1.1793497800827026,0.0,28,0.8147817254066467,1.4302576780319214,1.5647872564984686,39.11870987033035,True,4,21,96.42857142857143,True,372.43200000000013,3.0413900000000016,0.41863077766413836,True,0.4567901234567901
P5-1v2_base_0145,P5-1v2_base,C=CC(=O)N1Cc2c(C(=O)Nc3ccccc3)cn(Cc3ccccc3)c2C1,C26,0.8485699892044067,0.8485699892044067,0.7882087826728821,1.067071557044983,0.0,28,2.8261451721191406,3.9346213340759277,1.9629235784665664,50.330215307887926,True,1,23,96.42857142857143,True,371.44000000000017,3.816900000000003,0.6934793578782658,True,0.3684210526315789
P5-1v2_base_0147,P5-1v2_base,C=CC(=O)N1Cc2cccc(C)c2C1=O,C16,0.9052693247795105,0.9052693247795105,0.820497453212738,1.2587013244628906,0.0,15,2.013554334640503,2.8930487632751465,1.5018745695296911,41.916939217523066,True,1,12,86.66666666666667,True,201.22499999999997,1.66342,0.6478998420908143,True,0.28169014084507044
P5-1v2_base_0146,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(C)(C)c3cn(Cc4cccc(=O)o4)cn3)c2C1,C29,0.8866351246833801,0.8866351246833801,0.7999860644340515,1.284179449081421,0.0,29,2.215273857116699,3.0326547622680664,1.4890240383889048,21.12264895050481,True,1,21,89.65517241379311,True,389.4550000000001,3.2387000000000024,0.6284692670396357,True,0.36470588235294116
P5-1v2_base_0148,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)cnc3C)c2C1,C25,0.9388730525970459,0.9388730525970459,0.8187403678894043,1.2214049100875854,0.0,24,1.0941059589385986,1.8750776052474976,1.7119846800132281,2.5332199078366244,True,2,19,83.33333333333333,True,321.3800000000001,2.9789400000000015,0.8841242060271671,True,0.5588235294117647
P5-1v2_base_0149,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(CCc4cccc(F)c4)cn3)c2C1,C28,0.9605108499526978,0.9605108499526978,0.8184735178947449,1.2558677196502686,0.0,30,0.8414444327354431,1.6403542757034302,1.593069475635007,43.617818232536564,True,4,23,96.66666666666667,True,404.4450000000001,3.5454000000000025,0.6392453184610684,True,0.5526315789473685
P5-1v2_base_0150,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(C)=O)cn3)c2C1,C24,0.9766077399253845,0.9766077399253845,0.8340808153152466,1.2503434419631958,0.0,24,0.7338854074478149,1.3712644577026367,1.3480423056417783,35.39438733488859,True,4,17,100.0,True,324.3400000000001,1.8236999999999999,0.8729755979615298,True,0.5970149253731343
P5-1v2_base_0151,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C4CCC4)cn3)c2C1,C26,0.977185070514679,0.977185070514679,0.8418833613395691,1.0415407419204712,0.0,25,0.7259554862976074,1.3724164962768555,1.824496978265517,49.75895964610726,True,4,19,96.0,True,336.39500000000015,2.888600000000001,0.8731334007300509,True,0.5492957746478874
P5-1v2_base_0152,P5-1v2_base,C=CC(=O)NC1=NCCc2cccc(C(=O)Nc3cccc(C)c3)c2N1,C27,0.9349774718284607,0.9349774718284607,0.8122678995132446,1.1802873611450195,0.0,26,1.2587742805480957,2.1001715660095215,1.8933994640856944,31.73780177063324,True,1,19,88.46153846153847,True,348.40600000000006,2.87352,0.7460611523404651,True,0.2823529411764706
P5-1v2_base_0153,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C(=O)C(CC(C)C)C(C)(C)O)nn3)c2C1,C39,0.8734453916549683,0.8734453916549683,0.8072245717048645,1.2519562244415283,0.0,32,1.8602951765060425,2.987905979156494,1.4627894818120615,20.121142593679195,True,2,21,71.875,True,439.51600000000025,2.6320000000000006,0.6406576682291464,True,0.5384615384615384
P5-1v2_base_0154,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)c3cn(Cc4ccccn4)cn3)c2C1,C25,0.9417726993560791,0.9417726993560791,0.8287205100059509,1.2262386083602905,0.0,27,1.2947522401809692,2.0077548027038574,1.9099615062874957,29.657620809626593,True,2,21,88.88888888888889,True,358.40100000000007,2.5856000000000003,0.51928054385857,True,0.4342105263157895
P5-1v2_base_0156,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccncc3)c2C1,C21,0.9345759153366089,0.9345759153366089,0.8173508644104004,1.1650294065475464,0.0,22,1.3289873600006104,2.041983127593994,1.7043145267819557,15.04269091744564,True,1,17,90.9090909090909,True,293.3260000000001,2.3621,0.8836717841297176,True,0.5384615384615384
P5-1v2_base_0155,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(=O)Nc4ncc(C)c(C(C)C)c4C)cn3)c2C1,C38,0.8054245710372925,0.8054245710372925,0.778573215007782,1.4500607252120972,0.0,36,3.259018898010254,4.426427364349365,1.7507966595810032,3.819735279186375,True,2,28,83.33333333333333,True,483.5720000000003,4.749640000000004,0.49257667394134647,True,0.5714285714285714
P5-1v2_base_0157,P5-1v2_base,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(C)C)cn3)c2C1,C27,0.9318946599960327,0.9318946599960327,0.8185721635818481,1.2921905517578125,0.0,25,1.5138589143753052,2.210080862045288,1.9657665161966715,41.19744212220522,True,4,20,100.0,True,335.4070000000001,3.4855000000000027,0.8701696546744794,True,0.6984126984126984
P5-1v2_base_0159,P5-1v2_base,C=CC(=O)N1CCc2c(cccc2C(=O)Nc2cn(C(C)C)cn2)N1,C27,0.9619183540344238,0.9619183540344238,0.8344303369522095,1.2502415180206299,0.0,25,0.8329014778137207,1.5850545167922974,1.937718405470722,18.817411288556684,True,3,18,100.0,True,339.39900000000006,2.6139,0.8394068941747242,True,0.4
